"revision_date_completed","fillerblankdate","Account","Edge","StoneThickness","StoneColor","StoneType","Areas","JobName","RevisionReason","FabID","FabType","JobNumber","NumPieces","DraftNotes","DraftCompleted","creation_date","TotalSqft","SalesPerson","Revisor","FileData","RevisionType"
"8/29/2025 12:05:19 PM","","Sebastian Construction Group","MITER","5","wakanda","QZ","KITCHEN ISLAND: PRIMARY STN-12A","3005 WESTLAKE DR","create revision as per meeting today; change to 63-1/2"" from 63-3/8"", note that finished dim of knee wall depth is 18"" not 20"" (pcs 6   7 of 19)","14017","1","20432","19","","-1","8/27/2025 3:39:22 PM","120.3","9","6","/20432 - KITCHEN ISLAND PRIMARY STN 12A REV1- BLOCK - RC REVIEWED - 26AUG25_1.pdf","1"
"8/28/2025 9:55:34 AM","","Vinson Radke Homes","MITERED","2","SANDIK","DK","POOL WALL","801 W Johanna St","Please show dimensions of light cutouts, as well as dimensions of light cutout placements","14285","1","20379","17","","-1","8/28/2025 5:54:55 AM","287","7","6","","3"
"8/28/2025 9:40:27 AM","","FSB Custom Homes, LLC","FLAT HONED","5","PLATINUM LEATHERED","QZ","BAR","3602 Murillo Circle","See attachment","12673","1","19918","","","-1","8/28/2025 6:08:51 AM","24.5","7","6","/19918 - BAR-BLOCK - FSB Rev. 1 - 8.25.25.pdf","3"
"3/15/2025 3:56:07 PM","","FIA Homes","FLAT POLISH","4","IRONSBRIDGE","CAMBRIA","BREAKFAST NOOK, KITCHEN PERIMETER","2112 Paramount","add missing kitchen top to the left of the sink top","12723","1","20173","8","ADDED BLOCK AND DXF FOR PC","-1","11/20/2024 11:06:52 AM","111.4","5","6","","3"
"3/15/2025 3:56:07 PM","","Vinson Radke Homes","FLAT HONED","5","BELGUIN BLUE","LIMESTONE","MUDROOM COUNTERTOP","1104 Maufrais St.","Remove Bath 2 from the layout","12975","1","20244","1","MUDROOM COUNTER LAYOUT CREATED AND IN S DRIVE :)","-1","11/20/2024 12:38:44 PM","12","7","6","","3"
"3/15/2025 3:56:07 PM","","Vinson Radke Homes","CUSTOM","4","CALACATTA VIOLA (TO BE HONED BY AG)","MS","GUEST BATH","1104 Maufrais St.","Is this possible for the custom edge?1. Move the ""scoop"" up towards the top of the counter. Preferably 3/8"" from the top. 2. Decrease the scoop size/height (currently at 1 9/16""). Can this be approx 1""? 3. Decrease the bullnose to 1/2"" at the bottom.","12972","1","20244","7","BULLNOSE COULD NOT  BE CHAGNED, TIED TO STONE THICKNESS","-1","11/20/2024 3:22:32 PM","10.6","7","6","","1"
"3/15/2025 3:56:07 PM","","RisherMartin","4CM BULLNOSE","4","LEATHERED DARK FUSION","QZ","BAR ISLAND HIGH BAR","433 CORTONA COVE (2024)","Make 1"" Radius at short edge of countertop as noted on marked up drawing.","13048","1","20256","2","","-1","11/20/2024 6:01:20 PM","24","5","6","/Designer Revisions 20256 - BAR ISLAND HIGH BAR-BLOCK.pdf","1"
"3/15/2025 3:56:07 PM","","Rishermartin","Flat","4","Belgian blue honed","Qz","GOLF SIMULATOR","433 cortona cove 2024","Please change edge to 1 1/2"" Miter. Gabe approved and said to add subdecking.","13104","1","20256","1","REVISION COMPLETE, DXF CREATED BUT NO PHOTOS OF MATERIAL","-1","11/20/2024 6:12:55 PM","3.4","5","6","","1"
"3/15/2025 3:56:07 PM","","FIA Homes","FLAT HONED","4","ELLA MATTE","CAMBRIA","PRIMARY HAMPER. BATH 3 HAMPER TOP, LAUN, OFFICE","2112 Paramount","NEW LAUNDRY SINK: model info for sink - SR2318-12-16MW has been updated","13014","1","20173","6","REVISION COMPLETE !","-1","11/21/2024 4:52:19 PM","52.4","5","6","","1"
"3/15/2025 3:56:07 PM","","Machen, Jyoti","FLAT POLISH","4","ORGANIC WHITE","CS","VANITY","Machen-8215 Talbot Lane (2024)","Use this material:CS Organic White 3cm SHAVE TO 2CM!!!327035 NON Left Hand 33*52/28*28 B13","12945","1","20238","3","","-1","11/21/2024 6:00:13 PM","9","5","6","","2"
"3/15/2025 3:56:07 PM","","Vinson Radke Homes","CUSTOM","4","CALACATTA VIOLA (TO BE HONED BY AG)","MS","GUEST BATH","1104 Maufrais St.","Customer would like to remove the bullnose at the bottom (I'm so sorry)","12972","1","20244","7","SLABSMITH UPDATED","-1","11/22/2024 9:38:25 AM","10.6","7","6","","1"
"10/7/2025 2:32:13 PM","","RisherMartin","MITER","1","LIEM DARK POLISHED AND MATTE","PORCELANOSE PORCELAIN","PRIMARY SHOWER SEAT","3312 BEE CAVE","change drwg","14168","1","20300","5","","-1","10/6/2025 3:52:13 PM","16","5","6","/20300 - PRIMARY SHOWER SEAT MARK UP","1"
"11/3/2025 9:06:26 AM","","Burnette Builders","FLAT","5","IJEN BLUE LEATHERED","QZ","KITCHEN PERIMETER   FHBSP","1665 Brushy Ridge Trail","remove stone from countertop down behind range- place seams on splash at shelving","14330","1","20001","9","","-1","10/7/2025 8:51:33 AM","153","9","6","/delete 1665 brushy ridge.png","1"
"10/10/2025 3:54:53 PM","","FSB Custom Homes, LLC","COVE DUPONT HONED","5","CALACATTA GOLD HONED","MS","KITCHEN PERIMETER AT WINDOW WALL","3602 Murillo Circle","MOVE PC 2 OF 4 ONTO NEW FAB FORM BUT LEAVE GREY FOR REFERENCE (LIKE WHAT WE DID IN THE ATTACHED) - ADD SHOP NOTE: NO OVERCUTS   SAVE ALL LEFTOVER PCS, ""PC 2 OF 4 SHOWN FOR REFERENCE ONLY""","13801","1","19918","4","","-1","10/7/2025 1:25:38 PM","43.4","7","15","/EXAMPLE.png","2"
"10/10/2025 3:16:28 PM","","Chambers, Amanda","FLAT POLISH","4","BLANCO MAPLE","SS","LAUNDRY","408 Bear Paw Run","Grommet-move to 29.5"" pc on center from left wall. 2.5"" on center from back wall","14097","1","20594","1","","-1","10/7/2025 6:06:10 PM","16.4","7","15","/Requested grommet change.png","1"
"10/13/2025 12:17:03 PM","","Chambers, Amanda","FLAT POLISH","4","CALACATTA VIOLA","MS","COUNTERTOPS","1603 Woodlawn Blvd. B","Grommet holes should be 2 1/2"". Please also dimension the locations of the grommet holes.","14177","1","20617","3","","-1","10/9/2025 2:23:34 PM","7.9","7","15","","3"
"10/10/2025 4:17:26 PM","","ALPHA GRANITE SHOWROOM","FLAT POLISH","4","SILVER WAVE","MS","SILVER WAVE ITEMS","2025 SHOWROOM ITEMS","Please add 1 more lazy susan since it will fit on the layout.","14500","2","20337","3","","-1","10/9/2025 2:30:06 PM","4.3","7","15","","2"
"10/10/2025 4:05:06 PM","","FSB Custom Homes, LLC","SPECIAL COVE","5","PLATINUM LEATHERED","QZ","BAR","3602 Murillo Circle","remove the 3/4"" x 3/4"" notches on the side splashes","12673","1","19918","","","-1","10/9/2025 4:01:01 PM","24.5","7","15","","3"
"10/14/2025 3:52:00 PM","","Vitek McIver Homes","2 1/2","3","MARMORIO","DK","ODK GRILL AREA","2517 HARTFORD RD","Please change mitered edge to 2 1/2""","14346","1","20563","12","","-1","10/10/2025 11:29:55 AM","44.4","7","6","","1"
"10/28/2025 10:34:36 AM","","Rauser Construction","MITERED","4","CALACATTA LINCOLN (HONED BY ALPHA)","MS","PRIMTUB,BENCH,VT,CLOSET,JAMBSet GT BTH 1/2 WALL","3805 Balcones Drive","10/23 temp for new bs on primary","14214","1","20455","15","","-1","10/24/2025 4:21:57 PM","71.6","5","6","","1"
"10/29/2025 5:22:46 PM","","Cornelius, Diane","FULL BULLNOSE","5","linen cream","SS","MASTER BATH VANITIES AND TUB DECK,.SUROUND/WINDOW SILLS","Cornelius-3988 Junction Hwy","NEW COLOR MSI-Q ARUCA WHITE 3CM 136/75-REMOVE TUB DECK JOINT","14495","1","20148","16","","-1","10/27/2025 8:45:10 AM","84.9","6","12","","1"
"10/29/2025 5:32:54 PM","","Camelot Custom Homes","WATERFALL","4","CALACATTA CARRARA","MS","KITCHEN PERIMETER, ISLAND","1813 RIVERVIEW","change edge to Flat, change color to honed","14557","1","20412","5","","-1","10/27/2025 10:17:29 AM","54.1","5","12","","1"
"10/27/2025 2:29:31 PM","","Ignite Outdoor Kitchens","2","3","CRYSTAL ICE","INFINITY PORCELAIN","OUTDOOR KITCHEN  A (DOWNSTAIRS)","400 Farley Trail","can't have center seam at grill. Make it a stripped in piece.","12575","1","20149","","","-1","10/27/2025 11:13:32 AM","125.5","5","15","","3"
"10/30/2025 12:10:05 PM","","Vitek McIver Homes","FLAT HONED","5","PETRA ESTREMOZ","STRATUS TERRAZZO","DOWNSTAIRS LAUNDRY, UPSTAIRS LAUNDRY","345 PECAN GROVE DRIVE","Revise per 10/27 template","14107","1","20408","8","","-1","10/27/2025 2:34:49 PM","68.8","7","12","","1"
"10/30/2025 2:28:12 PM","","Vitek McIver Homes","1 3/4","4","CALACATTA LASA HONED","MS","PRIMARY BATH VANITY","345 PECAN GROVE DRIVE","Revise per 10/27 template, and add Primary Shower Walls to layout","14105","1","20408","3","","-1","10/27/2025 2:35:23 PM","19.5","7","6","","1"
"11/14/2025 11:48:08 AM","","Vitek McIver Homes","FLAT HONED","5","TAJ MAHAL LEATHERED","QZ","B2 NICHE, B3 NICHE, B4 NICHE, B5 NICHE","345 PECAN GROVE DRIVE","Revise per 10/27 template","14343","1","20408","20","retemplate completed on 11-6 OFF HOLD PROCEED AND SEE EMAIL 🤚 - NOT RE-TEMPLATED YET.","-1","10/27/2025 2:35:59 PM","13.6","7","6","","1"
"10/30/2025 9:35:06 AM","","Ignite Outdoor Kitchens","FLAT","4","MALIBU","DEKTON","ODK","15813 Grumbles Lane","Per grill manufacturer there needs to be 3 vent slits on each set, not two.","14564","1","20721","5","TR: FURTHER CORRECTION:  Notches are 1 9/16” each and a total of 35 5/8”","-1","10/27/2025 5:02:43 PM","51.8","5","6","","3"
"11/21/2025 11:18:11 AM","","Muncie Construction","FLAT","5","NEGRESCO HONED-STOCK","GS","CASITA 1 KITCHENETTE","1598 Hwy 39","designer revision- remove FHBS- sorry and thank you!","14661","1","20749","2","","-1","11/18/2025 4:45:38 PM","20.3","6","6","","1"
"11/21/2025 11:35:20 AM","","Haegelin, Scott","FLAT","5","ATHOS GOLD","GIRLS BATH","GIRLS BATH","Haegelin-4200 Woodway Drive (2025)","Customer change: Make setback 4 3/8"" instead of 3 7/8""","14481","1","20694","1","","-1","11/19/2025 9:53:17 AM","10.7","5","6","","1"
"11/21/2025 11:25:09 AM","","Haegelin, Scott","FLAT HONED","5","CHARCOAL SOAPSTONE SUEDE","SS","BOYS BATH","Haegelin-4200 Woodway Drive (2025)","Customer change: make sink setback 5"" instead of 4""","14480","1","20694","5","","-1","11/19/2025 9:55:33 AM","9.8","5","6","","1"
"11/21/2025 1:22:36 PM","","Lisa Parker Interiors","FLAT","4","BIANCO CARRARA DUAL FINISH","MS","SHOWER CURB, SHOWER BENCH","6201 River Place Boulevard Unit 4 - Fab Only","please change curb measurement to 6""","14712","2","20766","2","","-1","11/19/2025 1:26:20 PM","5.8","9","6","/CURB CHANGE.jpg","1"
"11/21/2025 1:57:08 PM","","The Svendsson Brothers, LLC","FLAT","4","PEARL JASMINE","SS","WINDOWSILLS","4300 Nitschke Street - Fab Only","please correct pc 3 of 5 - should be 5-3/4""","14723","2","20767","5","","-1","11/20/2025 7:38:02 AM","6.1","9","6","/Screenshot 2025-11-14 165756.jpg","3"
"11/21/2025 9:38:47 AM","","Gonzales, Jessica","2","4","CALACATTA VAGLI","MS","KITCHEN WITH FHBSP","Gonzales-4928 Bruco Lane","remove scribes(revise linear footage) and change sqft per our convo","14618","1","20740","10","","-1","11/20/2025 3:12:11 PM","134.2","15","6","","1"
"11/24/2025 12:02:12 PM","","Ignite Outdoor Kitchens","2","3","BASALTINO SLATE LEATHERED","STRATUS PORCELAIN","OUTDOOR KITCHEN B (UPSTAIRS)","400 Farley Trail","Detail at splash is incorrect.","12576","1","20149","10","","-1","11/24/2025 10:39:26 AM","72.6","5","12","","3"
"11/25/2025 9:15:18 AM","","White, Daryl","SMALL OGEE AND FLAT EDGE","5","TAJ CELINE MATTE","STRATUS QUARTZ","KITCHEN ISLAND","White-4408 Long Champ Drive 28","Please remove the note that says (confirm the edge profile)","14733","1","20754","2","","-1","11/24/2025 2:14:41 PM","42.1","15","6","","2"
"11/25/2025 9:15:32 AM","","White, Daryl","SMALL OGEE","5","TAJ CELINE MATTE","STRATUS QUARTZ","KITCHEN PERIMETER","White-4408 Long Champ Drive 28","Please remove the note that says (confirm the edge profile)","14734","1","20754","3","","-1","11/24/2025 2:15:09 PM","35.8","15","6","","2"
"11/25/2025 8:42:00 AM","","Sky West Builders","FLAT","4","MIAMI WHITE","SS","BATH 1","1104 ELM ST","Customer dimension changes. see file","14659","2","20748","4","","-1","11/24/2025 4:21:29 PM","7.64","5","6","/REVIEW - 20748 - BATH 1 & BATH 2 THRESHOLD CAPS & BATH 2 SHOWER SEAT-BLOCK (1).pdf","1"
"11/25/2025 9:03:32 AM","","Sky West Builders","FLAT","5","EMPYREAN","STRATUS QUARTZ","KITCHEN, BATH 1 VANITY","1104 Elm Street","Remove faucet holes","14660","8","20748","11",": Remove faucet holes from drawing & add note to drill on site. Make Pc 3 at 5"" deep instad of 4 3/4"". On the layout: Cut dogear pc 2 directly next to pc 1 as this material does have veining. They need to line up perfectly.","-1","11/24/2025 4:26:59 PM","61.7","5","6","","1"
"11/25/2025 9:21:11 AM","","Pankonien Group, The","FLAT","5","CALACATTA CREMO HONED","MS","KITCHEN ISLAND, PERIMETER, FULL HEIGHT SPLASH","8800 Mendocino Drive","Air switch missing. it was supposed to be there 8"" center to the right","14636","1","20734","8","","-1","11/25/2025 9:10:45 AM","97.1","5","6","","3"
"11/26/2025 12:43:15 PM","","Pankonien Group, The","FLAT","5","CALACATTA CREMO HONED","MS","KITCHEN ISLAND, PERIMETER, FULL HEIGHT SPLASH","8800 Mendocino Drive","Complete with window wall dimensions","14636","1","20734","12","","-1","11/25/2025 10:18:52 AM","110.7","5","6","","3"
"1/12/2026 3:30:48 PM","","Rauser Construction","SMALL OGEE","5","DARK EMPERADOR HONED","MS","HIS CLOSET, HIS VANITY","1706 Windsor Road","Per Gabe change: Cabinet is 60""x 30"" with 5 3/4"" R corners. make o/h 3/8"" all sides","14536","1","20691","","IGNORE NOTES SUBMITTED IN REVISION: New CORRECT information is: Cabinet is 56.5"" x 30"" with 5.25"" Radius. Overhang is 3/8"" all around","-1","11/25/2025 11:08:38 AM","46.5","5","6","","1"
"12/1/2025 4:39:35 PM","","Vitek McIver Homes","FLAT","5","TAJ MAHAL","QZ","KITCHEN PERIMETER AND COFFEE BAR","2517 HARTFORD RD","Please split the Coffee Bar onto a separate drawing. Kitchen will move forward first.","14651","7","20563","8","PLEASE ALSO REMOVE THE COFFEE BAR FHBS","-1","11/25/2025 1:29:51 PM","81.4","7","6","","1"
"12/1/2025 2:47:52 PM","","","","","","","","","REVISE SHOP NOTE","14330","1","20001","9"," - - REVISE SHOP NOTE 1- MILL SPLASH PCS 4 AND 5 TO 3/4"" ; MILL SPLASH PCS 6, 7, AND 8 TO 1"". REMOVE PAGE 3 (SLABSMITH LAYOUT)","-1","11/25/2025 3:00:57 PM","153","","6","","1"
"1/20/2026 10:15:24 AM","","Vitek McIver Homes","2 1/2","3","MARMORIO","DK","ODK SINK AREA","2517 Hartford Road","See attachment","14652","1","20563","7","","-1","1/8/2026 1:24:23 PM","37.5","7","6","/Screenshot 2026-01-08 132346.png","1"
"1/8/2026 4:41:50 PM","","Shoberg Homes","3CM FLAT","5","CHARCOAL HONED","LIMESTONE","POWDER 1","302 Inwood","faucet holes are wrong. see link. https://www.thg-paris.com/france/en/collection/icon-x-titanium/6590","14120","1","20333","","","-1","1/8/2026 2:19:30 PM","21.5","5","6","","3"
"1/9/2026 4:46:13 PM","","Beckworth Design Build","FLAT HONED","4","CALACATTA BORGHINI HONED","MS","BATH 4 TUB/FRONT/LEFT/RIGHT, VANITY WALL, SIDE VANITY WALL, CLOSET ENTRY WALL","6 Sundown Parkway","We need to use the material more efficiently since the vanity is a future phase (see attachment for approximate drawing, although over material may be needed for specialty edges)","14300","1","20633","","","-1","1/8/2026 2:23:07 PM","107.85","7","6","/bath 4 vanity.png","3"
"1/14/2026 9:08:04 AM","","Beckworth Design Build","2","4","SARDINIA HONED","MS","BATH 3 VANITY","6 Sundown Parkway","The corners of the integrated sink are supposed to be curved. See attachment.","14299","1","20633","13","off hold","-1","1/9/2026 7:05:42 AM","22.4","7","6","/bath 3 sink.png","1"
"1/12/2026 11:51:14 AM","","Waller Building Company, LLC","FLAT","5","MIAMI WHITE","SS","SHOWER ACCESSORIES: BATH 2, BATH 3, GUEST BATH, PRIMARY BATH","8953 Appaloosa Run","revise pc 4 of 7 to ""Guest Bath Bench""   add Bath 3 Window Sill","14862","2","20477","","","-1","1/9/2026 12:43:20 PM","1","9","6","/App-Bath3Sill.png","1"
"1/13/2026 3:17:29 PM","","J9 Homes","","","","","BUTLER","405 Canyon Rim","please revise shop drawing so joint location matches match approved slabsmith layout","14401","1","20671","2","","-1","1/9/2026 1:26:39 PM","24","","6","/approved butlers pantry_slabs.jpg","1"
"1/12/2026 11:28:08 AM","","Shoberg Homes","","","","","BED 4 (BLYTHE","302 INWOOD","shade out splashes on drwg","14062","1","20333","2","We have to cut and install the desk first then remeasure for the backsplashes.  I made a new fab form for the splashes. The desk drawing needs to still show the backsplashes but have them grayed out and also please still show the placeholders on the Slabs","-1","1/9/2026 4:07:40 PM","19.6","","6","","1"
"2/11/2026 3:48:45 PM","","Jauregui Architect Builders","FLAT POLISH","4","ATHOS WHITE","MS","BATH 3 WALL BELOW VANITY","266 Club Ranch Ct - Athos White - Bath 3/4/5/Pool Bath Vanities/Walls/Ceilings","Please add to layout with the rest of bath 3","13637","1","19950","1","","-1","2/11/2026 11:10:07 AM","8.9","7","6","","1"
"2/11/2026 4:12:35 PM","","Texas Construction Company","FLAT POLISH","5","OPAL WHITE","MS","MASTER BATH VANITY","510 E. 39th Street","Remove the shower curb and shelf from the drawing. Make CAD layout (does not need slabsmith).","14971","8","20845","2","","-1","2/11/2026 11:23:51 AM","20.2","7","15","","1"
"2/11/2026 4:16:20 PM","","Beckworth Design Build","FLAT HONED","4","CALACATTA BORGHINI HONED","MS","BATH 4 TUB/FRONT/LEFT/RIGHT, VANITY WALL, SIDE VANITY WALL, CLOSET ENTRY WALL","6 Sundown Parkway","Layout needs to include other walls (they were not retemplated), not just the tub area","14300","1","20633","","","-1","2/11/2026 3:00:11 PM","107.85","7","6","","3"
"2/12/2026 2:27:22 PM","","Tolliver, Tess","FLAT","5","RAW CONCRETE","CS","GUEST BATH MODIFICATION","Tolliver-993 Hwy 39","ADD 3"" BSP/SIDESP TO MODIFIED PC 1 OF 1-3JOINTS NEEDED-GLUED IN SHOP","15010","1","20704","","","-1","2/12/2026 9:26:16 AM","1","6","6","/TESS TOLLIVER-GUEST BATH MODIFICATION REQUEST .jpg","1"
"2/12/2026 3:14:57 PM","","Nury","","","","","","","please remove supports-customer to supply his own","14916","8","20820","1","","-1","2/12/2026 2:57:50 PM","23.5","","6","","1"
"2/12/2026 4:28:28 PM","","Nury","","","","","","","sent email with PDF guide from Gabe to reflect 1x4 supports -not sure how the block drawing should be revised","14916","8","20820","1","","-1","2/12/2026 3:20:17 PM","23.5","","6","","1"
"2/12/2026 4:28:13 PM","","Miars Construction","FLAT HONED","5","SWAN LEATHERED","QZ","KIT ISLAND, PERIM/FHBSP @RANGE WALL, HALL  BAR/FHBSP, MASTER CLOS","1605 Cliffside Drive","Use layout in Slabsmith labeled CAD TRACY at the end. 335173","14927","1","20664","14","Use Slabsmith layout labeled CAD TRACY.  Slabs 335173 & 335171 were just rephotographed bc they looked to different at the main range wall splash for the architect to approve","-1","2/12/2026 3:35:11 PM","149.3","5","6","","2"
"2/13/2026 9:49:36 AM","","Shoberg Homes","2","4","CALACATTA MONET HONED","MS","POWDER 2","302 Inwood","Try to generate a better Slabsmith layout","14119","1","20333","","","-1","2/12/2026 4:28:56 PM","9.5","5","6","","2"
"2/13/2026 3:51:44 PM","","Beckworth Design Build","2","4","FIOR DI BOSCO HONED","MS","LAUNDRY (utility)","6 Sundown Parkway","Builder is questioning sink cutout size. Please see attached.","14304","1","20633","8","","-1","2/13/2026 8:55:38 AM","42.5","7","15","/6SD-LAUNDRY C.TOP w GG corrections noted.pdf","1"
"3/17/2026 3:06:10 PM","","Texas Construction Company","","","","","SANDI","907 Terrace Mountain Drive","Please confirm that the previous revision (reduce countertop size by 1/8"") was reducing the overhang","14273","1","20562","3","","-1","3/17/2026 11:53:56 AM","29.4","","15","","2"
"3/19/2026 11:38:11 AM","","Tsai, Jessica","FLAT","5","AURORA","OPAL QUARTZ","DESK","Tsai - 4800 Pecan Chase","Do layout on 335156 NON 91x34","14547","1","20708","1","","-1","3/18/2026 1:10:12 PM","17.6","5","12","","2"
"3/19/2026 12:09:33 PM","","R Builders","DUPONT","5","Calacatta MICHELANGELO","MS","THEATRE POWDER (POWDER 2)","9121 Camelback Dr","SEE REVISION FROM DENIS","12064","1","19968","","","-1","3/18/2026 1:58:29 PM","6.81","9","","","2"
"3/23/2026 8:36:44 AM","","Blue Horse Building","FLAT HONED","5","VIA LACTEA LEATHERED","GS","BUTLER PANTRY, MUD TOP, GYM BATH, DOG ROOM","1260 Mesa Ranch Road","Add dog wash templated 3/9","15100","1","20683","8","ON HOLD MRK 3/19/26 : NO DOG WASH PICTURE","-1","3/18/2026 4:10:23 PM","81.6","5","12","","2"
"3/20/2026 4:11:15 AM","","R Builders","DUPONT","5","Platino Dark Premium Leathered Finish","QZ","THEATER VESTIBULE, THEATER BAR","9121 CAMELBACK DR","for markos","13464","1","19968","8","","-1","3/19/2026 12:13:21 PM","41","9","12","","1"
"3/24/2026 11:29:20 AM","","Jauregui Architect Builders","FLAT POLISH","5","TIFFANY EMERALD","QZ","FAMILY ROOM FIREPLACE","266 Club Ranch Ct - Tiffany Emerald - Family Room Fireplace","Revise per retemplate from 3/17","14785","1","19958","16","","-1","3/19/2026 2:07:04 PM","244.3","7","15","","4"
"3/25/2026 8:31:03 AM","","Texas Construction Company","","","","","KEITH","907 Terrace Mountain Drive","Reduce far end length from 54"" to 34""","14268","1","20562","3","","-1","3/20/2026 2:53:50 PM","27.5","","6","","1"
"3/26/2026 11:27:31 AM","","Stehling, Vern","FLAT","5","TAJ MAHAL","QUARTZITE","KITCHEN/MASTER BA/GUEST BATH","115 Dakota Run","CAN WE IMPROVE THE JOINT MATCH AREA? ALSO THE OVERBAR SHOWS VERTICAL IN LAYOUT AND IT SHOULD BE HORIZONTAL -SEE ATTACHED THANKS!","15138","8","20890","10","ON HOLD MIGHT NEED TO REPHOTO THE SLABS - MOVE SINK UP 1/2"" TO MAKE ROOM FOR FAUCET - JCM","-1","3/23/2026 12:20:51 PM","76.7","6","12","/REV REQ SS LAYOUT- KITCHEN-.jpg","3"
"3/25/2026 8:46:44 AM","","Meridian Custom Homes","FLAT","5","ETHEREAL","STRATUS QUARTZ","ISLAND, KITCHEN PERIMETER AND FHBSP, PANTRY, BATH 2","4907 STRASS DRIVE","Make revisions to range area per attached file.","15070","1","20876","14","","-1","3/23/2026 4:57:14 PM","113.9","5","6","/CHANGES TO RANGE AREA.pdf","1"
"3/26/2026 6:05:29 AM","","Blue Horse Building","","","","","ESTEE","1260 Mesa Ranch Road","Needs Slabsmith layout.","15133","1","20683","12","","-1","3/24/2026 10:25:50 AM","35.7","","12","","2"
"3/24/2026 3:02:51 PM","","Blue Horse Building","OGEE","4","CREMO DELICATO HONED","MS","PRIMARY VANITIES","1260 Mesa Ranch Road","Edge changed to flat honed","15104","1","20683","","","-1","3/24/2026 11:44:14 AM","28.9","5","15","","1"
"3/26/2026 6:43:38 AM","","R Builders","DUPONT","5","Calacatta MICHELANGELO","MS","THEATRE POWDER (POWDER 2)","9121 Camelback Dr","add side splash with dupont edge and same radius corner. set both backsplash and side splash inset from countertop edge by 3/4"" - please note this for installers instead of note 1. (see attached- i'm sorry)","12064","1","19968","3","","-1","3/25/2026 12:59:23 PM","7.5","9","12","/theater powder revision.jpg","4"
"3/26/2026 6:54:09 AM","","Farrar, Jill","FLAT","4","AURORA","OPAL QUARTZ","SHOWER THRESHOLD","Farrara-Fab Only Piece","please revise drawing to edit the 3-1/4"" to 3-3/4"" per h/o thanks!","15126","2","20904","","","-1","3/25/2026 2:55:53 PM","1","6","12","/farrar-rev req.pdf","1"
"4/1/2026 7:12:37 AM","","Blue Horse Building","FLAT HONED","5","VIA LACTEA LEATHERED","GS","BUTLER PANTRY, MUD TOP, GYM BATH, DOG ROOM","1260 Mesa Ranch Road","Add accessory holes at Butler pantry sink per attached file.","15100","1","20683","8","","-1","3/26/2026 8:54:24 AM","81.6","5","12","/Butlers Pantry hole drillings.png","1"
"3/26/2026 4:41:40 PM","","R Builders","CUSTOM/FLAT","5","BIRCHWOOD","METROQUARTZ","LAUNDRY SOAP LEDGE, PET CARE HYDRATION STATION, PET CARE CAT FOOD TOP","9121 Camelback Dr","please see new template from 3/25 and revise all three areas- client asked for small ogee on pet care food top and on pet care hydration station. if template says otherwise, please tell meg","14956","1","19968","","","-1","3/26/2026 10:38:54 AM","13","9","15","","1"
"3/27/2026 12:18:24 PM","","Dungan, Brian","WIDE BULLNOSE","5","BLUE LUCE PREMIUM LEATHERED","QUARTZITE","KITCHEN/FHBS/ISLAND/PANTRY/UTILITY","Dungan-747 Baker Lane","please reduce overhang on over bar (pc 17 and 25 of 25) and relabel pieces- looks like a miscount (17 of 24 and 24 of 25)  and remove joint- confirmed with Gabe","14995","1","20854","","","-1","3/26/2026 2:01:45 PM","223","6","15","","2"
"3/15/2025 3:56:07 PM","","ODONNEL JULIA","FLAT POLISH","5","MIAMI WHITE","SS","KITCHEN","ODONNEL 6002 OPEN RANGE TRAIL","Layout was not updated as well when window sill was removed from the drawing. Please also remove all notes on the drawing regarding the window sill and dishwasher clip.  They are not having us provide the clip.","13472","7","20372","3","","-1","2/14/2025 4:36:09 PM","32","5","6","","3"
"3/15/2025 3:56:07 PM","","RisherMartin","MITER","4","LEATHERED DARK FUSION","QZ","BAR SHELF","433 CORTONA COVE (2024)","Changing to be a 4 1/2"" tall backsplash by itself.  There will no more shelf with lighting channel.","13326","1","20256","1","","-1","2/17/2025 2:36:10 PM","2.1","5","6","","1"
"3/15/2025 3:56:07 PM","","RisherMartin","FLAT HONED","4","CALACATTA MONET HONED","MS","POWDER","3312 BEE CAVE","Rework Slabsmith layout per discussion in CAD office","13237","1","20300","","","-1","2/17/2025 2:43:54 PM","27","5","15","","3"
"3/15/2025 3:56:07 PM","","FSB Custom Homes, LLC","3CM MITERED","4","CALACATTA BLUETTE HONED","MS","NANNY SUITE MITERED CURB, NICHE, THRESHOLD","3703 Meadowbank Dr","Nanny Suite Threshold color is changing to Hampton White. It has a new fab form in MW. Please split it off this drawing and add it to the existing Hampton White slabsmith layout.","13432","1","20186","9","","-1","2/19/2025 12:42:22 PM","13.2","7","6","","1"
"3/15/2025 3:56:07 PM","","Rauser Construction","FLAT","5","OPAL WHITE HONED","MS","PRIMARY BATH TUB DECK, SP.LASH AND HALF WALL, SHOWER LEDGE, NICHE SHELVES","400 Barranca Circle","Customer is paying for a Slabsmith on these two slabs now.  They want to make sure that one of the ""grayish spots"" don't line up with a white part on the slab at the joints.","12956","1","20245","9","","-1","2/20/2025 11:28:50 AM","64.8","5","6","","1"
"3/15/2025 3:56:07 PM","","Buschang, Heidi","FLAT POLISH","4","MONUMENT WHITE","ONE QUARTZ","VANITIES","Buschang-3300 Summer Canyon Drive","Fix the layout so that backsplashes being cut next to the piece they go with","13477","1","20382","5","","-1","2/20/2025 12:00:58 PM","23.6","5","15","","3"
