Table Name,Column Name,Data Type,Is Nullable,Default Value
shop_cut_plan_timer_events,session_id,integer,NO,
shop_cut_plan_timer_events,shop_cut_plan_id,integer,NO,
shop_cut_plan_timer_events,operator_id,integer,NO,
shop_cut_plan_timer_events,action,character varying,NO,
shop_cut_plan_timer_events,event_at,timestamp without time zone,NO,
shop_cut_plan_timer_events,note,character varying,YES,
shop_cut_plan_timer_sessions,id,integer,NO,nextval('shop_cut_plan_timer_sessions_id_seq'::regclass)
shop_cut_plan_timer_sessions,shop_cut_plan_id,integer,NO,
shop_cut_plan_timer_sessions,operator_id,integer,NO,
shop_cut_plan_timer_sessions,status,character varying,NO,
shop_cut_plan_timer_sessions,session_start_at,timestamp without time zone,NO,
shop_cut_plan_timer_sessions,current_run_start_at,timestamp without time zone,YES,
shop_cut_plan_timer_sessions,current_pause_start_at,timestamp without time zone,YES,
shop_cut_plan_timer_sessions,stopped_at,timestamp without time zone,YES,
shop_cut_plan_timer_sessions,total_work_seconds,integer,NO,
shop_cut_plan_timer_sessions,total_pause_seconds,integer,NO,
shop_cut_plan_timer_sessions,work_percentage,integer,NO,
shop_cut_plan_timer_sessions,created_at,timestamp without time zone,NO,
shop_cut_plan_timer_sessions,created_by,integer,NO,
shop_cut_plan_timer_sessions,updated_at,timestamp without time zone,YES,
shop_cut_plan_timer_sessions,updated_by,integer,YES,
shop_cut_plans,id,integer,NO,nextval('shop_cut_plans_id_seq'::regclass)
shop_cut_plans,fab_id,integer,NO,
shop_cut_plans,workstation_id,integer,NO,
shop_cut_plans,planning_section_id,integer,NO,
shop_cut_plans,user_id,integer,NO,
shop_cut_plans,sequence,integer,NO,
shop_cut_plans,estimated_hours,double precision,NO,
shop_cut_plans,scheduled_start_date,timestamp without time zone,YES,
shop_cut_plans,scheduled_end_date,timestamp without time zone,YES,
shop_cut_plans,actual_start_date,timestamp without time zone,YES,
shop_cut_plans,actual_end_date,timestamp without time zone,YES,
shop_cut_plans,work_percentage,integer,NO,
shop_cut_plans,notes,character varying,YES,
shop_cut_plans,created_at,timestamp without time zone,NO,
shop_cut_plans,created_by,integer,NO,
shop_cut_plans,updated_at,timestamp without time zone,YES,
shop_cut_plans,updated_by,integer,YES,
shop_notes,id,integer,NO,nextval('shop_notes_id_seq'::regclass)
shop_notes,fab_id,integer,NO,
shop_notes,note,character varying,NO,
shop_notes,created_at,timestamp without time zone,NO,
shop_notes,created_by,integer,NO,
shop_notes,updated_at,timestamp without time zone,YES,
shop_notes,updated_by,integer,YES,
shop_planning,id,integer,NO,nextval('shop_planning_id_seq'::regclass)
shop_planning,name,character varying,NO,
shop_planning,description,character varying,YES,
shop_planning,status_id,integer,NO,
shop_planning,created_by,integer,NO,
shop_planning,updated_by,integer,YES,
shop_planning,created_at,timestamp without time zone,NO,
shop_planning,updated_at,timestamp without time zone,YES,
shop_planning_planning_sections,id,integer,NO,nextval('shop_planning_planning_sections_id_seq'::regclass)
shop_planning_planning_sections,shop_planning_id,integer,NO,
shop_planning_planning_sections,planning_section_id,integer,NO,
shop_planning_planning_sections,order,integer,NO,
shop_planning_planning_sections,created_at,timestamp without time zone,NO,
shop_planning_planning_sections,created_by,integer,NO,
shop_planning_planning_sections,updated_at,timestamp without time zone,YES,
shop_planning_planning_sections,updated_by,integer,YES,
shop_planning_sections,id,integer,NO,nextval('shop_planning_sections_id_seq'::regclass)
shop_planning_sections,work_station_id,integer,NO,
shop_planning_sections,operator_ids,character varying,YES,
shop_planning_sections,machine,character varying,YES,
shop_planning_sections,scheduled_sqft,character varying,YES,
shop_planning_sections,completed_sqft,character varying,YES,
shop_planning_sections,start_date,timestamp without time zone,YES,
shop_planning_sections,end_date,timestamp without time zone,YES,
shop_planning_sections,status_id,integer,NO,
shop_planning_sections,created_at,timestamp without time zone,NO,
shop_planning_sections,updated_at,timestamp without time zone,YES,
shop_planning_sections,updated_by,integer,YES,
shop_plannings,id,integer,NO,nextval('shop_plannings_id_seq'::regclass)
shop_plannings,fab_id,integer,NO,
shop_plannings,start_date,timestamp without time zone,NO,
shop_plannings,no_of_steps_needed,integer,NO,
shop_plannings,status_id,integer,NO,
shop_plannings,completed_steps,integer,NO,
shop_plannings,current_steps,integer,NO,
shop_plannings,created_at,timestamp without time zone,NO,
shop_plannings,created_by,integer,NO,
shop_plannings,updated_at,timestamp without time zone,YES,
shop_plannings,updated_by,integer,YES,
shop_revisions,id,integer,NO,nextval('shop_revisions_id_seq'::regclass)
shop_revisions,fab_id,integer,NO,
shop_revisions,revision_note,character varying,NO,
shop_revisions,shop_revision_type,character varying,YES,
shop_revisions,requested_by,integer,NO,
shop_revisions,assigned_to,integer,YES,
shop_revisions,revision_feedback,character varying,YES,
shop_revisions,revision_completed,boolean,NO,
shop_revisions,completed_at,timestamp without time zone,YES,
shop_revisions,created_at,timestamp without time zone,NO,
shop_revisions,updated_at,timestamp without time zone,YES,
shop_revisions,updated_by,integer,YES,
shop_revisions,file_ids,character varying,YES,
slab_smith_session_notes,id,integer,NO,nextval('slab_smith_session_notes_id_seq'::regclass)
slab_smith_session_notes,session_id,integer,NO,
slab_smith_session_notes,fab_id,integer,NO,
slab_smith_session_notes,user_id,integer,NO,
slab_smith_session_notes,action,character varying,NO,
slab_smith_session_notes,timestamp,timestamp without time zone,NO,
slab_smith_session_notes,note,character varying,YES,
slab_smith_session_notes,sqft_completed,double precision,YES,
slab_smith_session_notes,work_percentage_done,double precision,YES,
slab_smith_session_notes,created_at,timestamp without time zone,NO,
slab_smith_sessions,id,integer,NO,nextval('slab_smith_sessions_id_seq'::regclass)
slab_smith_sessions,fab_id,integer,NO,
slab_smith_sessions,user_id,integer,NO,
slab_smith_sessions,status,character varying,NO,
slab_smith_sessions,session_start_time,timestamp without time zone,NO,
slab_smith_sessions,session_end_time,timestamp without time zone,YES,
slab_smith_sessions,current_pause_start_time,timestamp without time zone,YES,
slab_smith_sessions,total_pause_duration,integer,NO,
slab_smith_sessions,total_time_spent,integer,NO,
slab_smith_sessions,created_at,timestamp without time zone,NO,
slab_smith_sessions,updated_at,timestamp without time zone,YES,
slab_smiths,id,integer,NO,nextval('slab_smiths_id_seq'::regclass)
slab_smiths,fab_id,integer,NO,
slab_smiths,slab_smith_type,character varying,NO,
slab_smiths,drafter_id,integer,NO,
slab_smiths,status_id,integer,NO,
slab_smiths,start_date,timestamp without time zone,NO,
slab_smiths,end_date,timestamp without time zone,YES,
slab_smiths,total_sqft_completed,character varying,YES,
slab_smiths,is_completed,boolean,NO,
slab_smiths,slabsmith_completed_date,timestamp without time zone,YES,
slab_smiths,created_at,timestamp without time zone,NO,
slab_smiths,updated_at,timestamp without time zone,YES,
slab_smiths,updated_by,integer,YES,
slab_smiths,file_ids,character varying,YES,
status,id,integer,NO,nextval('status_id_seq'::regclass)
status,name,character varying,NO,
status,slug,character varying,NO,
status,created_at,timestamp without time zone,NO,
status,updated_at,timestamp without time zone,NO,
status,value_id,integer,NO,
stone_colors,id,integer,NO,nextval('stone_colors_id_seq'::regclass)
stone_colors,stone_type_id,integer,YES,
stone_colors,name,character varying,NO,
stone_colors,color_code,character varying,YES,
stone_colors,description,character varying,YES,
stone_colors,status_id,integer,NO,
stone_colors,created_at,timestamp without time zone,NO,
stone_colors,created_by,integer,NO,
stone_colors,updated_at,timestamp without time zone,YES,
stone_colors,updated_by,integer,YES,
stone_thickness,id,integer,NO,nextval('stone_thickness_id_seq'::regclass)
stone_thickness,thickness,character varying,NO,
stone_thickness,thickness_mm,double precision,YES,
stone_thickness,description,character varying,YES,
stone_thickness,status_id,integer,NO,
stone_thickness,created_at,timestamp without time zone,NO,
stone_thickness,created_by,integer,NO,
stone_thickness,updated_at,timestamp without time zone,YES,
stone_thickness,updated_by,integer,YES,
stone_types,id,integer,NO,nextval('stone_types_id_seq'::regclass)
stone_types,name,character varying,NO,
stone_types,description,character varying,YES,
stone_types,status_id,integer,NO,
stone_types,created_at,timestamp without time zone,NO,
stone_types,created_by,integer,NO,
stone_types,updated_at,timestamp without time zone,YES,
stone_types,updated_by,integer,YES,
templater_job_timer_events,id,integer,NO,nextval('templater_job_timer_events_id_seq'::regclass)
templater_job_timer_events,session_id,integer,NO,
templater_job_timer_events,job_id,integer,NO,
templater_job_timer_events,fab_id,integer,YES,
templater_job_timer_events,templater_id,integer,NO,
templater_job_timer_events,action,character varying,NO,
templater_job_timer_events,event_at,timestamp without time zone,NO,
templater_job_timer_events,note,character varying,YES,
templater_job_timer_sessions,id,integer,NO,nextval('templater_job_timer_sessions_id_seq'::regclass)
templater_job_timer_sessions,job_id,integer,NO,
templater_job_timer_sessions,fab_id,integer,YES,
templater_job_timer_sessions,templater_id,integer,NO,
templater_job_timer_sessions,status,character varying,NO,
templater_job_timer_sessions,session_start_at,timestamp without time zone,NO,
templater_job_timer_sessions,current_run_start_at,timestamp without time zone,YES,
templater_job_timer_sessions,current_pause_start_at,timestamp without time zone,YES,
templater_job_timer_sessions,stopped_at,timestamp without time zone,YES,
templater_job_timer_sessions,total_work_seconds,integer,NO,
templater_job_timer_sessions,total_pause_seconds,integer,NO,
templater_job_timer_sessions,sqft_templated,double precision,YES,
templater_job_timer_sessions,sqft_not_templated,double precision,YES,
templater_job_timer_sessions,created_at,timestamp without time zone,NO,
templater_job_timer_sessions,created_by,integer,NO,
templater_job_timer_sessions,updated_at,timestamp without time zone,YES,
templater_job_timer_sessions,updated_by,integer,YES,
templatings,id,integer,NO,nextval('templatings_id_seq'::regclass)
templatings,fab_id,integer,NO,
templatings,technician_id,integer,YES,
templatings,schedule_start_date,timestamp without time zone,YES,
templatings,schedule_due_date,timestamp without time zone,YES,
templatings,total_sqft,character varying,YES,
templatings,actual_start_date,timestamp without time zone,YES,
templatings,actual_end_date,timestamp without time zone,YES,
templatings,duration,integer,YES,
templatings,notes,jsonb,YES,
templatings,review_checklist,jsonb,YES,
templatings,is_templating_schedule,boolean,NO,
templatings,rescheduled,boolean,NO,
templatings,is_completed,boolean,YES,
templatings,status_id,integer,NO,
templatings,created_at,timestamp without time zone,NO,
templatings,updated_at,timestamp without time zone,YES,
templatings,updated_by,integer,YES,
user_roles,id,integer,NO,nextval('user_roles_id_seq'::regclass)
user_roles,user_id,integer,NO,
user_roles,role_id,integer,NO,
user_roles,created_at,timestamp without time zone,NO,
user_roles,update_at,timestamp without time zone,NO,
users,id,integer,NO,nextval('users_id_seq'::regclass)
users,username,character varying,NO,
users,employee_id,uuid,NO,
users,phone,character varying,YES,
users,email,character varying,NO,
users,home_address,character varying,YES,
users,gender,character varying,YES,
users,profile_image_id,integer,YES,
users,first_name,character varying,NO,
users,last_name,character varying,NO,
users,department,integer,NO,
users,created_at,timestamp without time zone,NO,
users,updated_at,timestamp without time zone,NO,
users,status,integer,NO,
users,is_super_admin,boolean,NO,
users,password,character varying,NO,
users,failed_login_attempts,integer,NO,
users,is_locked,boolean,NO,
users,locked_at,timestamp without time zone,YES,
users,is_first_login,boolean,NO,
users,role_id,integer,YES,
users,email_notifications_enabled,boolean,NO,
users,hcp_employee_id,character varying,YES,
wj_programmings,id,integer,NO,nextval('wj_programmings_id_seq'::regclass)
wj_programmings,drafter_id,integer,NO,
wj_programmings,fab_id,integer,NO,
wj_programmings,scheduled_start_date,timestamp without time zone,NO,
wj_programmings,scheduled_end_date,timestamp without time zone,NO,
wj_programmings,drafter_start_date,timestamp without time zone,YES,
wj_programmings,drafter_end_date,timestamp without time zone,YES,
wj_programmings,is_completed,boolean,NO,
wj_programmings,status_id,integer,NO,
wj_programmings,created_at,timestamp without time zone,NO,
wj_programmings,updated_at,timestamp without time zone,YES,
wj_programmings,updated_by,integer,YES,
wj_programmings,file_ids,character varying,YES,
wj_programmings,no_of_pieces,character varying,YES,
wj_programmings,total_ln_ft,character varying,YES,
wj_programmings,notes,jsonb,YES,
wj_schedulings,id,integer,NO,nextval('wj_schedulings_id_seq'::regclass)
wj_schedulings,fab_id,integer,NO,
wj_schedulings,technician_id,integer,YES,
wj_schedulings,scheduled_start_date,timestamp without time zone,YES,
wj_schedulings,scheduled_end_date,timestamp without time zone,YES,
wj_schedulings,actual_start_date,timestamp without time zone,YES,
wj_schedulings,actual_end_date,timestamp without time zone,YES,
wj_schedulings,total_ln_ft,character varying,YES,
wj_schedulings,completed_ln_ft,character varying,YES,
wj_schedulings,is_completed,boolean,NO,
wj_schedulings,status_id,integer,NO,
wj_schedulings,created_at,timestamp without time zone,NO,
wj_schedulings,updated_at,timestamp without time zone,YES,
wj_schedulings,updated_by,integer,YES,
wj_schedulings,notes,jsonb,YES,
work_stations,id,integer,NO,nextval('work_stations_id_seq'::regclass)
work_stations,name,character varying,NO,
work_stations,is_active,boolean,NO,
work_stations,attendance_required,boolean,NO,
work_stations,status_id,integer,NO,
work_stations,planning_section_id,integer,YES,
work_stations,operator_ids,jsonb,YES,
work_stations,created_at,timestamp without time zone,NO,
work_stations,created_by,integer,NO,
work_stations,updated_at,timestamp without time zone,YES,
work_stations,updated_by,integer,YES,
